Dates,Abs_return1,Signals1,Abs_return3,Signals3,Abs_return5,Signals5,Abs_return7,Signals7,Abs_return10,Signals10,Abs_return15,Signals15,Abs_return20,Signals20,Abs_return25,Signals25,Abs_return30,Signals30
2003-04-04,0.0015822784810126667,1,0.025931928687196182,1,0.02759740259740262,1,0.0532445923460898,1,0.012799999999999923,1,0.05587989991659725,1,0.033469387755102,1,0.05941422594142276,1,0.07288135593220324,1
2003-04-07,-0.003949447077409185,0,-0.002373417721519111,0,0.021052631578947434,1,0.023538961038960915,1,0.03530377668308704,1,0.0456053067993365,1,0.05523012552301254,1,0.03445447087776876,1,0.07777777777777772,1
2003-04-08,0.007137192704202988,1,0.004746835443037778,1,0.02917341977309551,1,0.030844155844155674,1,0.04872006606110646,1,0.041837571780147575,1,0.07082630691399672,1,0.05833333333333335,1,0.056572379367720416,1
2003-04-09,0.0,1,0.0031595576619272148,1,0.004746835443037778,1,0.028340080971659853,1,0.056572379367720416,1,0.04699093157460821,1,0.07082630691399672,1,0.06992417860151634,1,0.07627118644067776,1
2003-04-10,0.0007874015748032814,1,0.00793021411578132,1,0.005537974683544222,1,0.02998379254457051,1,0.031655844155844104,1,0.03081914030819144,1,0.04351395730706087,1,0.07076663858466747,1,0.06359832635983276,1
2003-04-11,0.007867820613689958,1,0.008661417322834764,1,0.011848341232227444,1,0.013449367088607556,1,0.03977272727272729,1,0.024799999999999933,1,0.06839032527105915,1,0.04571428571428582,1,0.07196652719665275,1
2003-04-14,0.025761124121779888,1,0.03464566929133861,1,0.04203013481364004,1,0.039556962025316444,1,0.06396761133603257,1,0.07881773399014791,1,0.08955223880597019,1,0.09958158995815913,1,0.07793273174733395,1
2003-04-15,0.0007610350076103778,1,0.03461841070023608,1,0.03543307086614189,1,0.03870458135860977,1,0.06564019448946512,1,0.08587943848059454,1,0.07875307629204276,1,0.10876897133220909,1,0.09583333333333344,1
2003-04-16,-0.004562737642585635,0,0.021857923497267784,1,0.03070866141732287,1,0.03806502775574949,1,0.03560126582278467,1,0.08901830282861889,1,0.07914262159934049,1,0.10370994940978084,1,0.10278011794439768,1
2003-04-17,0.005347593582887722,1,0.0015220700152207556,1,0.03540519276160503,1,0.03622047244094495,1,0.04113924050632911,1,0.06818181818181812,1,0.06731549067315501,1,0.08045977011494254,1,0.10867733782645339,1
2003-04-21,0.001519756838905817,1,0.0022813688212928174,1,0.02888368462138957,1,0.03779527559055129,1,0.041074249605055346,1,0.06980519480519476,1,0.054400000000000004,1,0.09924937447873217,1,0.0759183673469388,1
2003-04-22,-0.0022761760242792084,0,0.004583651642475317,1,0.0007610350076103778,1,0.03461841070023608,1,0.04282315622521815,1,0.06477732793522284,1,0.07963875205254523,1,0.0903814262023217,1,0.10041841004184104,1
2003-04-23,0.015209125475285079,1,0.014437689969604817,1,0.015209125475285079,1,0.042154566744730504,1,0.051181102362204856,1,0.08184764991896265,1,0.10239471511147813,1,0.09515996718621822,1,0.12563237774030367,1
2003-04-24,-0.020224719101123556,0,-0.007587253414264028,0,-0.0007639419404125158,0,-0.004566210045662156,0,0.02992125984251981,1,0.034810126582278444,1,0.08818635607321146,1,0.0783182192910139,1,0.10286677908937603,1
2003-04-25,-0.006116207951070374,0,-0.011406844106463865,0,-0.012158054711246202,0,-0.011406844106463865,0,0.02281667977970092,1,0.028481012658227778,1,0.05519480519480524,1,0.054339010543390076,1,0.0673234811165846,1
2003-04-28,0.013846153846153841,1,-0.012734082397003688,0,0.0,1,0.006875477463712754,1,0.02888368462138957,1,0.041074249605055346,1,0.06980519480519476,1,0.054400000000000004,1,0.09924937447873217,1
2003-04-29,0.0022761760242793194,1,0.00993883792048944,1,0.004562737642585635,1,0.0037993920972645423,1,0.0053272450532724225,1,0.04758128469468681,1,0.06963562753036445,1,0.08456486042692957,1,0.09535655058043124,1
2003-04-30,0.005299015897047621,1,0.021538461538461506,1,-0.00524344569288393,0,0.007587253414264028,1,0.009885931558935246,1,0.045669291338582774,1,0.07617504051863855,1,0.09661436829066883,1,0.0894175553732568,1
2003-05-01,-0.0060240963855421326,0,0.0015174506828528056,1,0.00917431192660545,1,0.0038022813688212143,1,0.008403361344537785,1,0.03937007874015741,1,0.04430379746835422,1,0.09816971713810307,1,0.08821104699093141,1
2003-05-02,0.028030303030303072,1,0.02725208175624516,1,0.04384615384615387,1,0.016479400749063622,1,0.03115501519756836,1,0.06766325727773403,1,0.07357594936708867,1,0.10146103896103886,1,0.10056772100567724,1
2003-05-05,-0.016949152542372947,0,0.004518072289156683,1,0.012139605462822445,1,0.01987767584097866,1,0.012139605462822445,1,0.041373926619828305,1,0.05371248025276465,1,0.08279220779220786,1,0.06719999999999993,1
2003-05-06,-0.0037481259370315545,0,0.006818181818181834,1,0.006056018168054456,1,0.02230769230769214,1,0.010646387832699444,1,0.011415525114155223,1,0.05392545598731169,1,0.0761133603238866,1,0.09113300492610832,1
2003-05-07,0.0022573363431153126,1,-0.018422991893883522,0,0.003012048192771122,1,0.01062215477996964,1,-0.0022471910112359383,0,0.012927756653992484,1,0.048818897637795455,1,0.0794165316045381,1,0.09991742361684564,1
2003-05-08,-0.010510510510510551,0,-0.01199400299850073,0,-0.0015151515151514694,0,-0.002271006813020504,0,0.007645259938837912,1,0.006875477463712754,1,0.03779527559055129,1,0.04272151898734178,1,0.09650582362728777,1
2003-05-09,0.011380880121396153,1,0.003009781790820343,1,-0.017686072218128235,0,0.0037650602409640133,1,0.02538461538461534,1,0.012917933130699,1,0.04878048780487809,1,0.05458860759493667,1,0.08198051948051943,1
2003-05-12,0.004501125281320295,1,0.005255255255255387,1,0.0037481259370315545,1,0.014393939393939403,1,0.01593323216995457,1,0.01593323216995457,1,0.04527712724434041,1,0.05766192733017372,1,0.08685064935064934,1
2003-05-13,0.01643017176997752,1,0.03262518968133543,1,0.02407825432656141,1,0.0029476787030213725,1,0.0302800908402725,1,0.03498098859315579,1,0.035768645357686424,1,0.0793021411578112,1,0.10202429149797565,1
2003-05-14,-0.03526818515797203,0,-0.015003750937734428,0,-0.014264264264264193,0,-0.015742128935532174,0,-0.011295180722891485,0,-0.016479400749063622,0,-0.001520912547528508,0,0.03385826771653555,1,0.06401944894651557,1
2003-05-15,0.02361005331302346,1,0.0037341299477220424,1,0.019726858877086473,1,0.011286681715575675,1,0.0181818181818183,1,0.02752293577981657,1,0.026737967914438387,1,0.058267716535433056,1,0.06329113924050622,1
2003-05-16,-0.023809523809523836,0,-0.036002939015429836,0,-0.015753938484621255,0,-0.01501501501501512,0,-0.033161385408990496,0,0.009230769230769154,1,-0.003039513677811634,0,0.032258064516129004,1,0.03797468354430378,1
2003-05-19,-0.004573170731707266,0,-0.005331302361005319,0,-0.02464525765496639,0,-0.009104704097116834,0,-0.020989505247376306,0,-0.009104704097116834,0,-0.009104704097116834,0,0.01951600312256052,1,0.03159557661927326,1
2003-05-20,0.010719754977029039,1,-0.017857142857142905,0,-0.03012490815576785,0,-0.009752438109527417,0,-0.006772009029345383,0,-0.0007570022710069457,0,0.0038022813688212143,1,0.004566210045662045,1,0.0467882632831087,1
2003-05-21,-0.015909090909090873,0,-0.009908536585365724,0,-0.010662604722010749,0,-0.02987303958177745,0,-0.024774774774774744,0,-0.0218373493975903,0,-0.02696629213483137,0,-0.012167300380228174,0,0.022834645669291387,1
2003-05-22,0.02386451116243271,1,0.018376722817764257,1,-0.01041666666666663,0,-0.022777369581190254,0,0.009104704097116834,1,0.007575757575757791,1,0.016819571865443583,1,0.016042780748663166,1,0.047244094488189115,1
2003-05-23,-0.00300751879699257,0,0.00454545454545463,1,0.010670731707317138,1,0.00990099009900991,1,-0.005251312828207122,0,-0.022844509948415692,0,0.020000000000000018,1,0.0075987841945288626,1,0.04327301337529499,1
2003-05-27,-0.010558069381598867,0,0.010007698229407058,1,0.004594180704440953,1,-0.023809523809523836,0,-0.020164301717699895,0,-0.016491754122938573,0,-0.004552352048558417,0,-0.004552352048558417,0,0.024199843871974824,1
2003-05-28,0.028963414634146423,1,0.015037593984962294,1,0.022727272727272707,1,0.028963414634146423,1,-0.008082292432035176,0,0.015801354401805856,1,0.02195306585919754,1,0.026615969581748944,1,0.02739726027397249,1
2003-05-29,0.03555555555555556,1,0.05429864253393668,1,0.07621247113163965,1,0.07044410413476254,1,0.06473724295506478,1,0.04954954954954949,1,0.052710843373493965,1,0.04719101123595504,1,0.06311787072243336,1
2003-05-30,0.009298998569384764,1,0.07545731707317072,1,0.06090225563909768,1,0.06893939393939386,1,0.049851190476190466,1,0.07056145675265557,1,0.06893939393939386,1,0.07874617737003042,1,0.07792207792207795,1
2003-06-02,-0.007795889440113335,0,0.03703703703703698,1,0.05580693815987936,1,0.07775211701308704,1,0.06707317073170738,1,0.050262565641410406,1,0.0316875460574797,1,0.07692307692307687,1,0.06382978723404253,1
2003-06-03,-0.010714285714285787,0,-0.009298998569384875,0,0.055640243902439046,1,0.041353383458646586,1,0.06049004594180696,1,0.034353995519043945,1,0.03823088455772106,1,0.0508345978755691,1,0.0508345978755691,1
2003-06-04,0.028158844765342916,1,0.009213323883770386,1,0.05481481481481487,1,0.07390648567119151,1,0.07878787878787885,1,0.04628949301983831,1,0.07148231753197898,1,0.07797123391370175,1,0.08288973384030407,1
2003-06-05,0.03300561797752821,1,0.05071428571428571,1,0.05221745350500728,1,0.12118902439024404,1,0.13240954580446496,1,0.12033511043412037,1,0.10435435435435436,1,0.10768072289156638,1,0.10187265917602994,1
2003-06-06,-0.029911624745071475,0,0.030324909747292406,1,0.011339475549255962,1,0.057037037037037,1,0.07293233082706752,1,0.06175595238095233,1,0.08270106221547802,1,0.08106060606060606,1,0.09097859327217117,1
2003-06-09,-0.01892081289418357,0,-0.016853932584269704,0,0.0,1,0.0014306151645206988,1,0.05580693815987936,1,0.06707317073170738,1,0.050262565641410406,1,0.0316875460574797,1,0.07692307692307687,1
2003-06-10,0.02285714285714291,1,-0.02651257647858607,0,0.033935018050541554,1,0.014883061658398367,1,0.09146341463414642,1,0.0964777947932618,1,0.06945481702763256,1,0.07346326836581718,1,0.08649468892261014,1
2003-06-11,-0.0027932960893854997,0,0.0007007708479327412,1,0.002808988764044784,1,0.020000000000000018,1,0.057777777777777706,1,0.08181818181818179,1,0.049228508449669306,1,0.0744920993227991,1,0.08099924299772887,1
2003-06-12,0.01890756302521024,1,0.03928571428571437,1,-0.010876954452753274,0,0.05054151624548742,1,0.04077253218884125,1,0.12009237875288692,1,0.10814927646610806,1,0.0923423423423424,1,0.09563253012048212,1
2003-06-13,-0.028178694158075612,0,-0.012569832402234637,0,-0.009110021023125414,0,-0.0070224719101122934,0,0.002126151665485576,1,0.06315789473684208,1,0.05208333333333348,1,0.07283763277693489,1,0.07121212121212128,1
2003-06-16,0.012022630834511938,1,0.0021008403361344463,1,0.022142857142857242,1,-0.02719238613188313,0,0.022142857142857242,1,0.07918552036199111,1,0.09070121951219523,1,0.07351837959489882,1,0.05453205600589528,1
2003-06-17,-0.005590496156533842,0,-0.021993127147766356,0,-0.006284916201117263,0,-0.002803083391730854,0,0.02743682310469331,1,0.08460365853658547,1,0.08958652373660025,1,0.06273338312173271,1,0.06671664167916047,1
2003-06-18,-0.016865776528460996,0,-0.010608203677510586,0,-0.020308123249299648,0,-0.0007142857142856673,0,-0.0175561797752809,0,0.03629629629629627,1,0.05984848484848482,1,0.02792064658339455,1,0.052671181339353,1
2003-06-19,-0.018584703359542543,0,-0.040531097134870686,0,-0.056357388316151225,0,-0.04120111731843579,0,-0.06662134602311354,0,-0.01788268955650929,0,0.056966897613548895,1,0.045696877380045686,1,0.030780780780780725,1
2003-06-20,0.02039329934450107,1,-0.015460295151089265,0,-0.009193776520509234,0,-0.018907563025210017,0,-0.01822004204625083,0,-0.007087172218284921,0,0.05338345864661642,1,0.04241071428571441,1,0.06297420333839154,1
2003-06-23,-0.007851534618129818,0,-0.006433166547533897,0,-0.028651292802236217,0,-0.04467353951890041,0,-0.0071428571428571175,0,-0.0071428571428571175,0,0.04826546003016596,1,0.05945121951219523,1,0.04276069017254325,1
2003-06-24,0.010791366906474753,1,0.023306627822286874,1,-0.012649332396345692,0,-0.006364922206506307,0,-0.0188547486033519,0,0.014440433212996373,1,0.07088414634146356,1,0.07580398162327717,1,0.04929051530993278,1
2003-06-25,-0.006405693950177871,0,-0.0035688793718771095,0,-0.0021443888491778917,0,-0.024458420684835724,0,-0.022408963585434094,0,-0.0196629213483146,0,0.034074074074074145,1,0.05757575757575761,1,0.02571638501102136,1
2003-06-26,0.0021489971346704273,1,0.006474820143884896,1,0.01893663510560817,1,-0.016865776528460996,0,-0.03848797250859115,0,-0.048946295037389564,0,0.0007153075822603494,1,0.07698229407236346,1,0.0654988575780655,1
2003-06-27,-0.014295925661186648,0,-0.01850533807829191,0,-0.01570306923625986,0,-0.014295925661186648,0,-0.024752475247524885,0,-0.033637000700770914,0,-0.0226789510985117,0,0.03684210526315779,1,0.02604166666666674,1
2003-06-30,-0.01160261058738199,0,-0.023638968481375366,0,-0.01942446043165469,0,-0.00728332119446462,0,-0.0475192173305381,0,-0.026428571428571357,0,-0.026428571428571357,0,0.02790346907993979,1,0.03887195121951237,1
2003-07-01,0.02421129860601612,1,-0.0021443888491778917,0,-0.006405693950177871,0,-0.0035688793718771095,0,-0.018973998594518537,0,-0.025139664804469275,0,0.007942238267148127,1,0.0640243902439026,1,0.06891271056661563,1
2003-07-02,0.02722063037249267,1,0.039883973894126123,1,0.02722063037249267,1,0.031654676258992875,1,0.02501786990707644,1,0.004201680672268893,1,0.0070224719101124045,1,0.06222222222222218,1,0.08636363636363642,1
2003-07-03,-0.004881450488145034,0,0.04695524578136445,1,0.020014295925661063,1,0.01565836298932366,1,0.03932993445010924,1,-0.019243986254295575,0,-0.029911624745071475,0,0.0207439198855508,1,0.09853733641262497,1
2003-07-07,0.027330063069376465,1,0.05014326647564471,1,0.06308919506889055,1,0.05014326647564471,1,0.04639543183440398,1,0.03677510608203671,1,0.027330063069376465,1,0.03897944720056712,1,0.10225563909774427,1
2003-07-08,0.01909959072305578,1,0.04184100418410042,1,0.09611151870873069,1,0.06790564689063605,1,0.07482014388489211,1,0.04402515723270439,1,0.06714285714285717,1,0.06714285714285717,1,0.12669683257918551,1
2003-07-09,0.010709504685408211,1,0.05816398037841619,1,0.08166189111747846,1,0.09499637418419149,1,0.07473309608540912,1,0.06113843991567114,1,0.0544692737430168,1,0.09025270758122739,1,0.15091463414634143,1
2003-07-10,-0.039735099337748325,0,-0.010914051841746208,0,0.01115760111576014,1,0.06382978723404253,1,0.0386819484240688,1,0.036454610436025714,1,0.01540616246498594,1,0.018258426966292207,1,0.07407407407407418,1
2003-07-11,0.02758620689655178,1,-0.0026773761713519972,0,0.04414856341976181,1,0.06733524355300857,1,0.06504646175839879,1,0.08521485797523676,1,0.02405498281786933,1,0.01291638341264445,1,0.06580829756795414,1
2003-07-14,-0.012080536912751683,0,-0.025165562913907258,0,0.004092769440654953,1,0.02649930264993028,1,0.06744017403915903,1,0.050678087080656686,1,0.04101838755304099,1,0.03153468815697269,1,0.04323175053153805,1
2003-07-15,0.0013586956521738358,1,0.016551724137931156,1,-0.01338688085676032,0,0.03293622985283817,1,0.08143800440205418,1,0.060431654676258884,1,0.030048916841369566,1,0.052857142857142936,1,0.052857142857142936,1
2003-07-16,-0.02578018995929454,0,-0.03624161073825505,0,-0.0490066225165563,0,-0.02046384720327421,0,0.02865329512893977,1,0.02206405693950164,1,0.009135628952916308,1,0.0027932960893854997,1,0.03682310469314087,1
2003-07-17,-0.004874651810584996,0,-0.029211956521739246,0,-0.014482758620689706,0,-0.043507362784471204,0,-0.0034867503486750717,0,0.023638968481375144,1,0.021443888491779806,1,0.0007002801120448154,1,0.0035112359550562022,1
2003-07-18,-0.009797060881735375,0,-0.0400271370420624,0,-0.05033557046979864,0,-0.0629139072847682,0,-0.008409250175192673,0,0.011436740528949274,1,0.030589949016751605,1,-0.027491408934707917,0,-0.03806934058463629,0
2003-07-21,-0.001413427561837377,0,-0.016016713091921875,0,-0.04008152173913038,0,-0.02551724137931033,0,-0.03615279672578442,0,0.024655547498187103,1,0.008565310492505418,1,-0.0007072135785006761,0,-0.009810791871058044,0
2003-07-22,-0.007077140835102691,0,-0.018194541637508777,0,-0.04816824966078703,0,-0.0583892617449665,0,-0.060910307898259686,0,0.02934702861335281,1,0.009352517985611541,1,-0.01956673654786867,0,0.002142857142857002,1
2003-07-23,0.0014255167498218313,1,-0.007067137809187218,0,-0.021587743732590425,0,-0.04551630434782605,0,-0.06953642384105951,0,0.006446991404011504,1,0.0,1,-0.012649332396345692,0,-0.0188547486033519,0
2003-07-24,0.017793594306049876,1,0.012031139419674375,1,0.0006997900629812648,1,-0.02985074626865669,0,-0.013793103448275779,0,-0.002789400278939924,0,0.024355300859598916,1,0.022158684774839177,1,0.0014005602240896309,1
2003-07-25,-0.0013986013986014845,0,0.01781895937277267,1,0.009187279151943395,1,-0.005571030640668551,0,-0.041610738255033586,0,0.0007007708479327412,1,0.020729092208720434,1,0.04005826656955569,1,-0.01855670103092788,0
2003-07-28,0.01890756302521024,1,0.03558718861209975,1,0.02972399150743099,1,0.018194541637508888,1,-0.01154891304347827,0,-0.007503410641200525,0,0.055112400290065366,1,0.03854389721627416,1,0.028995756718529053,1
2003-07-29,-0.010309278350515538,0,0.006993006993006867,1,0.026372059871703657,1,0.0176678445229681,1,-0.023066485753052923,0,-0.036144578313252906,0,0.056493030080704276,1,0.03597122302158273,1,0.0062893081761006275,1
2003-07-30,0.001388888888888884,1,0.009803921568627416,1,0.02633451957295363,1,0.020523708421797515,1,0.00417827298050133,1,-0.04503311258278142,0,0.032951289398280625,1,0.02633451957295363,1,0.013352073085031613,1
2003-07-31,-0.002773925104022079,0,-0.011683848797250818,0,0.005594405594405494,1,0.024946543121881826,1,0.006298110566830051,1,-0.008275862068965467,0,0.002789400278940146,1,0.03008595988538687,1,0.027877055039313925,1
2003-08-01,0.0013908205841446364,1,0.0,1,0.008403361344537785,1,0.02491103202846978,1,0.0176678445229681,1,-0.03355704697986572,0,0.009110021023125414,1,0.029306647605432445,1,0.04879825200291332,1
2003-08-04,-0.021527777777777812,0,-0.02288488210818307,0,-0.0316151202749142,0,-0.014685314685314754,0,-0.002830856334041121,0,-0.04279891304347827,0,-0.038881309686221055,0,0.021754894851341522,1,0.005710206995003464,1
2003-08-05,-0.008516678495386731,0,-0.028511821974965268,0,-0.029861111111111116,0,-0.02170868347338928,0,-0.004276550249465383,0,-0.05223880597014918,0,-0.06492637215528774,0,0.0249449743213499,1,0.005035971223021685,1
2003-08-06,0.0021474588403722628,1,-0.02777777777777779,0,-0.029126213592232997,0,-0.037800687285223455,0,-0.003558718861210064,0,-0.02506963788300831,0,-0.07284768211920523,0,0.002865329512893977,1,-0.003558718861210064,0
2003-08-07,0.0,1,-0.0063875088715400485,0,-0.026425591098748313,0,-0.02777777777777779,0,-0.020979020979021046,0,-0.020293911826452016,0,-0.03448275862068961,0,-0.023709902370990243,0,0.002865329512893977,1
2003-08-08,0.0071428571428571175,1,0.009305654974946176,1,-0.02083333333333337,0,-0.02219140083217752,0,-0.012605042016806678,0,-0.0035335689045936647,0,-0.05369127516778527,0,-0.01191310441485638,0,0.00786275911365264,1
2003-08-11,0.0007092198581559739,1,0.007857142857142785,1,0.0014194464158978626,1,-0.018776077885952813,0,-0.03024054982817881,0,-0.0014154281670206714,0,-0.041440217391304435,0,-0.03751705320600274,0,0.023205221174764423,1
2003-08-12,0.023387668320340227,1,0.03142857142857136,1,0.03364352183249819,1,0.002777777777777768,1,0.002777777777777768,1,0.029223093371347098,1,-0.020352781546811416,0,-0.03346720214190091,0,0.059427732942039624,1
2003-08-13,0.0041551246537396835,1,0.028368794326241176,1,0.03571428571428581,1,0.02909865152590485,1,0.00554785020804438,1,0.03202846975088969,1,0.009749303621169991,1,-0.039735099337748325,0,0.0386819484240688,1
2003-08-14,0.010344827586207028,1,0.038270729978738594,1,0.046428571428571486,1,0.04867573371510381,1,0.018776077885952702,1,0.02447552447552437,1,0.02519244226731998,1,0.010344827586207028,1,0.021617852161785356,1
2003-08-15,-0.01638225255972703,0,-0.0020775623268697307,0,0.021985815602836967,1,0.02928571428571436,1,0.000694444444444331,1,0.0091036414565826,1,0.018374558303887012,1,-0.03288590604026842,0,0.009810791871058155,1
2003-08-18,0.005551700208188848,1,-0.0006896551724138167,0,0.02693125442948263,1,0.03499999999999992,1,0.02838892831795592,1,-0.004123711340206171,0,0.02547770700636942,1,-0.015625,0,-0.011596180081855367,0
2003-08-19,0.007591442374051072,1,-0.0034129692832765013,0,0.011080332409972415,1,0.03546099290780136,1,0.04509663564781663,1,0.01388888888888884,1,0.040627227369921526,1,-0.009497964721845387,0,-0.022757697456492587,0
2003-08-20,0.02876712328767117,1,0.0423317140874393,1,0.035862068965517135,1,0.0644932671863927,1,0.07285714285714273,1,0.04160887656033285,1,0.06903914590747329,1,0.04596100278551529,1,-0.005298013245033095,0
2003-08-21,0.003994673768308976,1,0.04071773636991027,1,0.029351535836177556,1,0.04432132963988922,1,0.07714285714285718,1,0.048678720445062496,1,0.05454545454545445,1,0.05528341497550748,1,0.040000000000000036,1
2003-08-22,-0.03315649867374004,0,-0.001369863013698569,0,0.01179736294240108,1,0.0055172413793103114,1,0.03404255319148941,1,0.012499999999999956,1,0.021008403361344685,1,0.030388692579505383,1,-0.021476510067114152,0
2003-08-25,0.014403292181069949,1,-0.015312916111850927,0,0.020703933747411973,1,0.009556313993174026,1,0.04819277108433728,1,0.04968062455642297,1,0.016494845360824684,1,0.04670912951167727,1,0.004755434782608647,1
2003-08-26,-0.005409060175794345,0,-0.024535809018567556,0,0.007534246575342518,1,0.020818875780707957,1,0.018698060941828354,1,0.052970651395848334,1,0.021527777777777812,1,0.0484675694939416,1,-0.002035278154681075,0
2003-08-27,0.021753908905506325,1,0.030864197530864113,1,0.0006657789613848664,1,0.03726708074534146,1,0.03655172413793095,1,0.07357142857142862,1,0.0423023578363384,1,0.06975088967971521,1,0.04665738161559885,1
2003-08-28,0.017964071856287456,1,0.034482758620689724,1,0.01458885941644561,1,0.047945205479452024,1,0.04436860068259385,1,0.09285714285714297,1,0.06397774687065372,1,0.06993006993007,1,0.07067879636109176,1
2003-08-29,-0.0065359477124183885,0,0.03331067301155666,1,0.04252400548696844,1,0.011984021304926706,1,0.054823039555863984,1,0.07801418439716312,1,0.05555555555555558,1,0.06442577030812324,1,0.07420494699646629,1
2003-09-02,0.014473684210526416,1,0.02594810379241519,1,0.04259634888438146,1,0.022546419098143256,1,0.06418219461697716,1,0.09284195605953238,1,0.09439318665720364,1,0.0597938144329897,1,0.09129511677282376,1
2003-09-03,-0.0077821011673151474,0,0.0,1,0.04010876954452747,1,0.04938271604938271,1,0.047945205479452024,1,0.059556786703601095,1,0.09520400858983535,1,0.0625,1,0.09052031361368496,1
2003-09-04,0.00588235294117645,1,0.012500000000000178,1,0.023952095808383422,1,0.04056795131845847,1,0.0246338215712385,1,0.06137931034482769,1,0.09928571428571442,1,0.06726768377253811,1,0.09537366548042714,1
2003-09-05,-0.022092267706302793,0,-0.023994811932555038,0,-0.016339869281045805,0,0.023113528212100665,1,-0.0019893899204244114,0,0.027303754266211566,1,0.07499999999999996,1,0.04659248956884565,1,0.0524475524475525,1
2003-09-08,0.017940199335548135,1,0.0013071895424836555,1,0.007894736842105399,1,0.019294743845642115,1,0.05075445816186552,1,0.06315058986814703,1,0.08652482269503547,1,0.06388888888888888,1,0.07282913165266103,1
2003-09-09,-0.026109660574412552,0,-0.03053931124106568,0,-0.03242542153047989,0,-0.024836601307189565,0,0.008789722785666143,1,0.029675638371290614,1,0.05740609496810767,1,0.05890702625975863,1,0.02542955326460472,1
2003-09-10,-0.0315013404825738,0,-0.039867109634551534,0,-0.05555555555555569,0,-0.049342105263157854,0,-0.017675050985724083,0,-0.010273972602739767,0,0.0006925207756232066,1,0.03435934144595554,1,0.003472222222222099,1
2003-09-11,0.0027681660899654403,1,-0.054177545691906026,0,-0.05847953216374269,0,-0.060311284046692615,0,-0.0359281437125748,0,-0.035286284953395475,0,-0.0006896551724138167,0,0.03499999999999992,1,0.004854368932038833,1
2003-09-12,0.014492753623188248,1,-0.014745308310991967,0,-0.023255813953488413,0,-0.03921568627450989,0,-0.03921568627450989,0,-0.025198938992042508,0,0.0034129692832762792,1,0.050000000000000044,1,0.022253129346314182,1
2003-09-15,-0.01632653061224476,0,0.0006920415224913601,1,-0.05613577023498695,0,-0.060428849902534054,0,-0.04868421052631566,0,-0.008230452674897082,0,0.00346981263011803,1,0.025531914893617058,1,0.004166666666666652,1
2003-09-16,-0.004840940525587811,0,-0.0069013112491372874,0,-0.03552278820375332,0,-0.04385382059800669,0,-0.06679636835278857,0,-0.027045300878972167,0,-0.0069013112491372874,0,0.019844082211197822,1,0.02129169623846705,1
2003-09-17,0.01459346768589298,1,-0.006802721088435382,0,0.01038062283737018,1,-0.04699738903394257,0,-0.045751633986928164,0,-0.00747790618626798,0,0.0,1,0.011080332409972415,1,0.04509663564781663,1
2003-09-18,-0.011643835616438336,0,-0.0020746887966806016,0,-0.0041407867494824835,0,-0.032841823056300234,0,-0.062378167641325644,0,-0.03992015968063867,0,-0.03928095872170434,0,-0.004827586206896606,0,0.030714285714285694,1
2003-09-19,0.011781011781011763,1,0.01459346768589298,1,-0.006802721088435382,0,0.01038062283737018,1,-0.029900332225913706,0,-0.045751633986928164,0,-0.03183023872679047,0,-0.0034129692832765013,0,0.04285714285714293,1
2003-09-22,0.017123287671232834,1,0.017123287671232834,1,0.026970954356846377,1,0.024844720496894457,1,-0.03067885117493474,0,-0.023026315789473673,0,0.01851851851851838,1,0.03053435114503822,1,0.05319148936170204,1
2003-09-23,0.00471380471380467,1,0.033957033957033866,1,0.03683113273106309,1,0.014965986394557929,1,0.0,1,-0.03242542153047989,0,0.008789722785666143,1,0.029675638371290614,1,0.05740609496810767,1
2003-09-24,-0.0006702412868632157,0,0.021232876712328874,1,0.021232876712328874,1,0.03112033195020736,1,0.03183391003460212,1,-0.025490196078431393,0,0.013596193065941398,1,0.021232876712328874,1,0.032548476454293596,1
2003-09-25,-0.04024144869215285,0,-0.036363636363636265,0,-0.008316008316008316,0,-0.005559416261292527,0,-0.012422360248447228,0,-0.07017543859649122,0,-0.0479041916167664,0,-0.04727030625832218,0,-0.013103448275862073,0
